customerID,customerType,riskLevel,investmentCapacity,lastQuestionnaireDate,timestamp
A736ED1992FA7BFE5B6F,Mass,Conservative,CAP_LT30K,2018-05-31,2018-01-02
66221626CE384786150E,Mass,Income,CAP_80K_300K,2019-09-26,2018-01-02
B968435578531E777DB4,Premium,Conservative,CAP_LT30K,2021-11-22,2018-01-02
E8711B456B5E78E86DF0,Mass,Balanced,CAP_LT30K,2021-11-23,2021-12-30
E8711B456B5E78E86DF0,Mass,Balanced,CAP_LT30K,2021-11-23,2018-01-02
FA1F9C1AB5F09BCD8317,Professional,Aggressive,CAP_LT30K,2019-04-16,2021-05-07
FA1F9C1AB5F09BCD8317,Professional,Aggressive,CAP_LT30K,2019-04-16,2018-01-02
93C73DCC26DBBC8642EC,Mass,Income,CAP_LT30K,2018-06-01,2018-01-02
F336436A8E63C0B9EE0D,Premium,Balanced,CAP_80K_300K,2018-01-17,2018-01-02
700C52499E4C6B05C2AB,Premium,Balanced,CAP_LT30K,2022-10-27,2018-01-02
FF15AEC09CD384BD1464,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
055544AEBA463B00D4A5,Premium,Balanced,CAP_30K_80K,2020-10-22,2020-10-23
8E4B1BA218E3D85661C4,Mass,Income,CAP_LT30K,2018-01-04,2018-01-02
B0BB6B57834DA6CDDA1A,Mass,Conservative,CAP_LT30K,2022-09-08,2022-09-08
9CAE9CD302EC96723EAC,Mass,Balanced,CAP_LT30K,2020-03-24,2018-01-02
B70E7315ACD1BBF6A401,Mass,Conservative,CAP_LT30K,2018-06-04,2018-01-02
4D15B8A2295037A1F5DC,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
9E695FB4FA013D1EAD9E,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
3ABBEE4595F34D7AAF6D,Premium,Aggressive,CAP_80K_300K,2018-03-01,2020-10-23
3FEFFED5BA50EC11A046,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
0608F0E1A8C2B8C1C1CD,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
7F376127F5C903792340,Mass,Aggressive,CAP_80K_300K,2019-01-09,2018-01-02
15A6FC05FE7D0044759C,Mass,Predicted_Balanced,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
7EBBA1B81DC06E85B167,Mass,Balanced,CAP_LT30K,2020-06-12,2020-06-12
93C2DA07C9128978B64E,Mass,Aggressive,CAP_LT30K,2020-01-17,2020-01-14
F2D039389EC60C984E22,Mass,Conservative,CAP_LT30K,2022-02-07,2018-01-02
49389EA2147881D15D70,Mass,Conservative,CAP_LT30K,2020-08-17,2018-01-02
03E2579FB693DC5325C8,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
74E60C987916C98841AC,Mass,Conservative,CAP_LT30K,2020-02-04,2018-01-02
2E28A009BD8DFB1A4142,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2021-03-12
E58ED78026D405CFDAD1,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
2710967449B038181A20,Mass,Predicted_Aggressive,Predicted_CAP_LT30K,2000-01-01,2018-01-02
75FEE9E09424B7507DBB,Mass,Balanced,CAP_LT30K,2022-05-03,2018-01-02
C78A518CFC2C7B0E6360,Premium,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2020-02-07
B0D3A1FD674CFF8027CF,Mass,Income,CAP_LT30K,2019-01-21,2018-01-02
AF9DF0D55403158B1A0B,Mass,Income,CAP_LT30K,2020-07-15,2018-01-02
E76B57D069DA0716692E,Mass,Income,CAP_LT30K,2022-10-05,2022-10-05
C26709F0DB2CBE8FAA6C,Mass,Income,CAP_LT30K,2021-03-12,2018-01-02
C5AF0D3172DD60967C2F,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
EB6EA882CA0C8A0C489E,Premium,Income,CAP_30K_80K,2018-06-08,2021-09-24
218342BE6DF2C6252B70,Mass,Balanced,CAP_LT30K,2022-01-13,2022-01-14
2DFDE24B6C0CFB8083A8,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
03991A4089213A6E981A,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
3E74B01C44EE8A8BC1D8,Mass,Income,CAP_LT30K,2018-01-03,2018-01-03
D8F1FD1308A6BBEF80BD,Mass,Conservative,CAP_LT30K,2021-03-16,2018-01-02
CF94F9E5C6C27E921318,Mass,Income,CAP_LT30K,2022-09-21,2018-01-02
920DAE12B5471094373F,Mass,Income,CAP_30K_80K,2019-09-19,2018-01-02
6AE1B04A452866A00337,Mass,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
84F2A470F854FFC05C70,Mass,Balanced,CAP_LT30K,2018-07-19,2018-01-02
218810FEC465A16977F9,Mass,Balanced,CAP_LT30K,2020-02-24,2020-08-07
8859FCE7D084626D4A6D,Mass,Income,CAP_LT30K,2022-07-06,2018-01-02
D56D420D1F964EBD75AF,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
ADC794FDA33427854F57,Premium,Income,CAP_LT30K,2021-09-22,2018-01-02
8680EB515559AF33F141,Mass,Income,CAP_LT30K,2019-06-03,2018-01-02
E112F32572DE64B64D4A,Mass,Aggressive,CAP_LT30K,2019-07-24,2018-01-02
0D76F9861D32C71A9969,Premium,Balanced,CAP_80K_300K,2022-02-04,2022-05-04
55597959D332B33E3E2F,Premium,Balanced,CAP_30K_80K,2021-11-04,2021-03-19
66A9FA257A7E0212949C,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
D27DBF14967CD54FB2BB,Premium,Income,CAP_30K_80K,2022-10-05,2018-01-02
5E33645A040E917785AA,Mass,Income,CAP_LT30K,2018-04-02,2018-01-02
99B86F1C7DBCB267F77D,Premium,Balanced,CAP_80K_300K,2020-10-29,2021-01-14
2827D66F5F1AC0A56F12,Mass,Aggressive,CAP_LT30K,2019-12-30,2020-03-03
22CCDBAE04C9C0DF576D,Premium,Income,CAP_LT30K,2018-01-19,2018-01-02
22CCDBAE04C9C0DF576D,Premium,Income,CAP_LT30K,2018-01-19,2022-07-11
B4149A2BAAB4A36A6C29,Mass,Balanced,CAP_LT30K,2020-03-31,2020-04-01
C0A2751CFE1A8CE36853,Premium,Balanced,CAP_LT30K,2020-10-21,2020-10-21
8DAD57881BF948C9B9CD,Mass,Income,CAP_LT30K,2019-06-27,2022-01-12
0AACD28258FD96F9E299,Mass,Balanced,CAP_30K_80K,2021-06-09,2018-01-02
EACF38369CB8EBC5C394,Mass,Income,CAP_GT300K,2021-11-03,2021-11-03
DC832F7496243AFE7D9A,Premium,Income,CAP_80K_300K,2022-07-19,2022-01-21
169BAAC0121F94919577,Mass,Conservative,CAP_LT30K,2021-03-30,2018-01-02
8DBB3421FB91F1DD06E6,Premium,Predicted_Balanced,Predicted_CAP_80K_300K,2000-01-01,2020-03-17
FC798D19297CA99991D8,Mass,Balanced,CAP_LT30K,2022-02-22,2018-01-02
FC798D19297CA99991D8,Mass,Balanced,CAP_LT30K,2022-02-22,2022-06-09
DFEB61C703F377E13913,Premium,Aggressive,CAP_80K_300K,2022-03-30,2022-07-08
3FCF339FCCF94B5634C3,Mass,Income,CAP_LT30K,2018-01-25,2018-01-02
03D3A0D66AB765FD6F6C,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
C437A55ADC57998D8B8E,Premium,Balanced,CAP_30K_80K,2018-05-24,2020-02-03
34FA4686D025AFEB90E4,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
885AACA8EAE97A21D3C2,Premium,Balanced,CAP_80K_300K,2022-03-23,2022-03-23
52E207064B97F8066C03,Premium,Balanced,CAP_LT30K,2020-07-01,2018-01-02
B860A88648E086D89B18,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2022-02-21
9C6C07B0F2493A960AB7,Mass,Balanced,CAP_30K_80K,2020-06-30,2018-01-02
480CF589BA865341A703,Premium,Conservative,CAP_LT30K,2018-01-15,2018-01-02
2E9AA1A04788B26E611E,Mass,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
BFE13A766CD8C0E38D3C,Professional,Balanced,CAP_LT30K,2019-09-12,2020-04-06
BFE13A766CD8C0E38D3C,Professional,Balanced,CAP_LT30K,2019-09-12,2021-04-12
53AFFE00FE4D027FE1E0,Professional,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
53AFFE00FE4D027FE1E0,Professional,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2022-02-02
53AFFE00FE4D027FE1E0,Professional,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2022-10-12
8DE618D3F61C388BE5E1,Premium,Balanced,CAP_30K_80K,2020-02-03,2020-02-03
E41862AE70399F7A89DD,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
73ADCB841B0EBFD62572,Mass,Aggressive,CAP_LT30K,2018-05-03,2018-01-02
CBB4E40F909484AA62EA,Mass,Conservative,CAP_LT30K,2018-06-18,2018-01-02
C44DF64AD65FAE5D9F06,Mass,Income,CAP_30K_80K,2018-08-22,2021-09-09
F44F8877E8DC155D5420,Mass,Balanced,CAP_LT30K,2020-04-10,2022-01-21
F44F8877E8DC155D5420,Mass,Balanced,CAP_LT30K,2020-04-10,2020-04-15
1299F604D29954812986,Premium,Balanced,CAP_80K_300K,2021-01-25,2020-02-17
E0133D46E73ACB2EF71A,Mass,Income,CAP_LT30K,2022-02-23,2018-01-02
966788A07DCF083EC57D,Professional,Balanced,CAP_LT30K,2019-01-11,2022-02-11
316258875276D420D660,Professional,Balanced,CAP_30K_80K,2021-03-17,2021-03-19
495D573D961F62CD21FD,Premium,Income,CAP_30K_80K,2021-11-04,2022-07-06
1721A65781CC9FA4EA1E,Mass,Income,CAP_LT30K,2021-06-08,2021-06-08
E5FF1B33C5EEB19CD14B,Premium,Balanced,CAP_30K_80K,2022-10-04,2018-01-02
0572E654B759379C1B4F,Premium,Balanced,CAP_80K_300K,2022-09-07,2018-01-02
848A83E027387C3FA85C,Mass,Income,CAP_80K_300K,2018-03-08,2018-01-02
A7BF849C175D714A600D,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-07-13
09C796264F40F39F9B7A,Mass,Balanced,CAP_30K_80K,2022-06-28,2018-06-20
09C796264F40F39F9B7A,Mass,Balanced,CAP_30K_80K,2022-06-28,2022-07-08
09C796264F40F39F9B7A,Mass,Balanced,CAP_30K_80K,2022-06-28,2021-07-16
09C796264F40F39F9B7A,Mass,Balanced,CAP_30K_80K,2022-06-28,2020-02-19
09C796264F40F39F9B7A,Mass,Balanced,CAP_30K_80K,2022-06-28,2022-03-02
6B81EE8B0E32645345B9,Premium,Income,CAP_LT30K,2021-09-24,2021-05-18
C03B55092E37B477CFD0,Professional,Aggressive,CAP_80K_300K,2018-09-07,2021-09-22
C03B55092E37B477CFD0,Professional,Aggressive,CAP_80K_300K,2018-09-07,2018-01-02
7577028FBC4001A5E65C,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
43BFC3AFBEE717E1CF33,Mass,Predicted_Income,Predicted_CAP_GT300K,2000-01-01,2018-01-02
0CD14EAF64DE52C7E092,Mass,Income,CAP_80K_300K,2018-06-29,2021-05-21
EB7E2388025238878AA0,Mass,Conservative,CAP_LT30K,2021-10-21,2018-01-02
5AE72904E3467BCEE024,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-11-05
50C5CB0BA772A0E6B22A,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4A42EF77E249F0119583,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
0523DBB499D6D5A8687C,Mass,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
5A8B9F74805F91669793,Mass,Balanced,CAP_LT30K,2019-08-05,2018-01-02
6BDFDC5925B910451C27,Premium,Balanced,CAP_80K_300K,2020-07-15,2022-01-21
65AD308B3388AFA4F340,Mass,Aggressive,CAP_LT30K,2019-12-12,2020-03-12
7C97E3B2EE2B29085B74,Mass,Balanced,CAP_LT30K,2020-09-07,2018-01-02
B105F7816E667932B844,Premium,Income,CAP_80K_300K,2021-12-06,2018-01-02
C2CD15DB796AC90B2504,Mass,Balanced,CAP_LT30K,2020-03-12,2020-03-12
245222634C14295DFC91,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4A6BA8955F15B7E5C62F,Mass,Income,CAP_LT30K,2021-02-25,2018-01-02
C84DC96231D86116D81C,Premium,Balanced,CAP_30K_80K,2020-07-17,2021-11-12
952DA5470675ACC5B47B,Premium,Predicted_Balanced,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
B5BF22B305860CBB306C,Professional,Income,CAP_LT30K,2021-07-01,2018-01-02
BFC98003914A07E690E4,Premium,Income,CAP_LT30K,2019-02-25,2020-02-03
6AE2E2CEA3E3E731E2C6,Mass,Income,CAP_LT30K,2021-08-16,2018-01-02
00257A17CD207724AE86,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
2ECD0405117CADCACA9B,Premium,Balanced,CAP_30K_80K,2021-11-11,2021-11-12
F574D2F167F10AD5293C,Mass,Income,CAP_LT30K,2019-10-21,2020-02-03
1B72FB148DCB476DE879,Premium,Income,CAP_30K_80K,2022-04-29,2018-01-02
9B26809A7A4F615165EC,Mass,Predicted_Conservative,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
F05CBB088E3E0CE10389,Mass,Balanced,CAP_LT30K,2021-06-29,2018-01-02
79FD6D38652AC0124AFB,Mass,Income,CAP_LT30K,2018-06-12,2018-01-02
4797346438C80739DDFA,Mass,Balanced,CAP_LT30K,2018-07-06,2018-01-02
70791969F1E28FB9BD3D,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-01-19
0DCAC22AEC07AE6EED36,Premium,Balanced,CAP_30K_80K,2021-11-04,2021-03-19
0C1F97E1EDA3E7C61A9F,Premium,Income,CAP_80K_300K,2019-10-04,2020-12-09
A73919A313A6DDB95BEE,Mass,Income,CAP_LT30K,2019-09-25,2018-01-02
421090899C1041A41C3E,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
D57D9ABC15CDABF395D9,Mass,Aggressive,CAP_30K_80K,2018-09-10,2021-01-29
D57D9ABC15CDABF395D9,Mass,Aggressive,CAP_30K_80K,2018-09-10,2018-01-02
BC6190295DAD091657B0,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-05-27
7D90E1CA50A4C26A7590,Mass,Income,CAP_30K_80K,2020-06-29,2021-03-19
E9BDF8FA36FE2A52AC84,Mass,Income,CAP_30K_80K,2021-03-18,2021-03-19
0651C7CC9F621E7D4C93,Mass,Income,CAP_LT30K,2022-03-11,2018-01-02
07E4BC4B246B0C077D6C,Mass,Conservative,CAP_LT30K,2021-08-06,2018-01-02
CD3CE08D8E0324783401,Premium,Income,CAP_80K_300K,2020-03-05,2020-04-01
B4EA44DE2F56454971C9,Premium,Balanced,CAP_80K_300K,2020-07-16,2021-11-12
3DE2E63FF806F955681F,Mass,Conservative,CAP_30K_80K,2021-09-28,2018-01-02
E9630834D5EDEA760EB7,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2022-05-18
F7E2B011D6D533655E25,Mass,Income,CAP_LT30K,2021-10-18,2021-10-18
326F7486BE01804DC2F6,Mass,Aggressive,CAP_LT30K,2020-06-30,2022-06-29
D853F76F47D5D0A11F7F,Premium,Balanced,CAP_GT300K,2018-03-28,2018-01-02
192F59C104B52EC1EBD1,Mass,Balanced,CAP_LT30K,2020-01-31,2020-02-05
3B8F297087E7DDEDCA69,Premium,Aggressive,CAP_LT30K,2020-01-24,2020-01-24
4D54AC236055D900FCEE,Mass,Conservative,CAP_LT30K,2020-10-20,2018-01-02
C206BAEC9F8F616F168D,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-01-18
2A0713AD29B39F42EA2D,Mass,Conservative,CAP_LT30K,2018-10-10,2018-01-02
6FE2FA5F2F338697F006,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
5433CC2571E4D4149977,Premium,Income,CAP_80K_300K,2020-01-10,2022-01-10
2456D20DC2EF3D2E97AB,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-07-12
3575E3A47AC4BB97BFB3,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
34A91489120AC500E871,Premium,Aggressive,CAP_80K_300K,2021-11-04,2022-02-10
8F25CC4D4A4450E18FBF,Mass,Balanced,CAP_30K_80K,2022-07-08,2022-07-08
CECB7DC1BD88B75E3E7B,Premium,Conservative,CAP_LT30K,2019-09-02,2021-11-01
CECB7DC1BD88B75E3E7B,Premium,Conservative,CAP_LT30K,2019-09-02,2022-05-06
F59F6A87CED563B6E41F,Mass,Predicted_Conservative,Predicted_CAP_80K_300K,2000-01-01,2020-02-03
04FABE650E7F12218244,Premium,Income,CAP_30K_80K,2022-03-29,2022-03-30
74505FBF1DCF5B94B118,Mass,Predicted_Conservative,Predicted_CAP_80K_300K,2000-01-01,2020-02-14
AF1AEB324B43B731854F,Premium,Aggressive,CAP_30K_80K,2020-06-25,2020-06-25
E776CDD9443938943893,Mass,Conservative,CAP_LT30K,2018-01-29,2018-01-02
5C4F875A756772A2C7F0,Mass,Balanced,CAP_30K_80K,2018-04-25,2018-01-02
5C4F875A756772A2C7F0,Mass,Balanced,CAP_30K_80K,2018-04-25,2022-08-26
3FEFBF7D941B563F7770,Mass,Conservative,CAP_LT30K,2018-08-06,2018-01-02
68EAAC0A500F5B14FCB6,Premium,Income,CAP_80K_300K,2020-12-29,2018-01-02
23C2AA4B4DA3EF7BDFE4,Mass,Income,CAP_LT30K,2019-04-11,2020-01-03
4BCBD9E6D1E43427A55B,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
F81BA5E5DFDE975C6302,Premium,Balanced,CAP_LT30K,2018-10-09,2021-03-19
F81BA5E5DFDE975C6302,Premium,Balanced,CAP_LT30K,2018-10-09,2022-11-01
2162798A9E120CF0C569,Mass,Balanced,CAP_LT30K,2018-02-08,2018-01-02
4CB5D6DC4321ED69BB6C,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
DE9F313EBEA0FDF65B01,Premium,Balanced,CAP_GT300K,2022-01-21,2022-01-21
0D42EF59A600E81D5C35,Mass,Conservative,CAP_LT30K,2018-11-02,2018-01-02
9F67201A85FFCC3115EA,Mass,Aggressive,CAP_30K_80K,2020-03-09,2019-05-16
9F67201A85FFCC3115EA,Mass,Aggressive,CAP_30K_80K,2020-03-09,2022-04-12
B325A5EEDB24A94D3EB8,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4CF793A03D3807C0C8A7,Premium,Income,CAP_LT30K,2022-02-17,2019-10-11
A01C78E6D2D4CEB0B8B9,Premium,Balanced,CAP_30K_80K,2019-09-25,2021-11-12
F0E02739F9A7966938BB,Mass,Income,CAP_LT30K,2022-06-24,2018-01-02
CC348FB138B5287525DD,Premium,Balanced,CAP_30K_80K,2020-02-18,2022-01-21
B9E3F5879B96EA6C6D5A,Premium,Income,CAP_30K_80K,2021-11-12,2021-11-12
0ACEEE2ACC06D7DE6188,Premium,Balanced,CAP_30K_80K,2020-03-06,2020-03-12
4D0DB9B2003615BB1110,Mass,Aggressive,CAP_LT30K,2018-04-26,2020-03-09
D1206798925B6BB899C1,Mass,Conservative,CAP_LT30K,2022-01-19,2018-01-02
1AE20A6987FC00627880,Mass,Conservative,CAP_LT30K,2021-10-27,2018-01-02
F5335448DC75BC5C19D7,Mass,Balanced,CAP_LT30K,2019-06-25,2019-06-25
06081C337808133A2BAE,Mass,Balanced,CAP_LT30K,2021-11-03,2020-06-29
0FB819930EB61D3BDE21,Premium,Balanced,CAP_30K_80K,2021-06-28,2021-06-28
F47F54C4810708F60F3E,Premium,Income,CAP_80K_300K,2022-05-08,2021-03-19
B205952AB15995E0BE8D,Mass,Income,CAP_LT30K,2020-09-22,2018-01-02
DECCA4E6612216C9FECE,Mass,Aggressive,CAP_LT30K,2018-03-27,2021-07-16
DECCA4E6612216C9FECE,Mass,Aggressive,CAP_LT30K,2018-03-27,2019-10-18
5F5CBF4BFE0C483EDCBE,Mass,Income,CAP_30K_80K,2020-04-27,2018-01-02
5655C57A609BFB7808D3,Premium,Balanced,CAP_80K_300K,2021-03-19,2021-03-19
AD805D33D78A74A024CE,Mass,Predicted_Conservative,Predicted_CAP_80K_300K,2000-01-01,2021-09-13
C1A41578264AF487DB24,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
1AA753C2105E0B89AFBE,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
04AD92A19EF10D6E04D8,Mass,Conservative,CAP_LT30K,2020-09-17,2018-01-02
E289E0664104586F1875,Mass,Balanced,CAP_30K_80K,2018-08-24,2018-08-24
A465BA744D72F7B6143E,Mass,Income,CAP_LT30K,2020-01-10,2020-01-10
402B3D5868D045385BBA,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
CA9494C66DD8B9B8E627,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
C36E52CA7356F54C3927,Mass,Balanced,CAP_LT30K,2018-05-02,2018-01-02
34E92BDD7BE677F79A91,Mass,Balanced,CAP_30K_80K,2018-06-08,2018-01-02
E6A83433DE641AC29D80,Mass,Income,CAP_LT30K,2018-01-10,2020-05-14
68723CD5E61C891BB1B2,Mass,Conservative,CAP_LT30K,2022-04-28,2018-01-02
C0D2B4089A22C21585FC,Mass,Conservative,CAP_LT30K,2022-08-05,2018-01-02
9B153CDA55E391653535,Mass,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
D89A3AED82D390D31AA1,Mass,Conservative,CAP_LT30K,2019-12-17,2020-01-14
F2C6AFDDB190523AB0C8,Mass,Income,CAP_LT30K,2020-05-08,2020-05-08
7DDEAB4AA843ABBB11DE,Mass,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
C4BDE364484ECD38FFFE,Premium,Balanced,CAP_LT30K,2019-06-12,2021-10-25
C4BDE364484ECD38FFFE,Premium,Balanced,CAP_LT30K,2019-06-12,2019-06-12
C4BDE364484ECD38FFFE,Premium,Balanced,CAP_LT30K,2019-06-12,2018-01-02
05E0E03C431FF073187E,Mass,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
F575E0A7FD5F861CE522,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
17715A2989D260E3D2E2,Mass,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2021-01-20
E5B9D23524248C27449A,Mass,Aggressive,CAP_LT30K,2018-08-28,2018-01-02
298DAE9659AF8AEAF1AA,Mass,Balanced,CAP_LT30K,2021-11-03,2020-03-10
F0DAD19EA61DD715506C,Mass,Conservative,CAP_LT30K,2020-11-20,2020-11-26
9D553F805F603249332A,Mass,Income,CAP_LT30K,2018-01-24,2018-01-02
A8711D262BA946C36FBF,Premium,Income,CAP_LT30K,2018-05-26,2018-01-02
918100B884CDAA11AA9F,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
C117278593FF91BC028B,Premium,Balanced,CAP_80K_300K,2022-09-07,2021-03-19
A5CAB105D6279D03C9B2,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
6409DEC2DF1998D81BD3,Mass,Income,CAP_LT30K,2018-01-10,2018-01-02
54E3843F04CD4E14CCB2,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
6D9C9FA534BE60FE2E3D,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
97811A729BF8205EFD3B,Mass,Income,CAP_LT30K,2018-11-12,2018-01-02
5516CF714D1F78B0F965,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
EA4A4A7B786BBD00ACE9,Mass,Income,CAP_LT30K,2020-08-31,2019-11-08
93B7B09AC768A0FB88D9,Mass,Income,CAP_LT30K,2021-12-16,2021-12-16
59EA8AED4A83DD9520C8,Premium,Income,CAP_30K_80K,2021-05-26,2018-01-02
DE95A6A6F78C1EFE570D,Premium,Income,CAP_80K_300K,2021-07-14,2021-07-16
0D60191ECF53BFDB8F9F,Mass,Predicted_Aggressive,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4A5D9AB1BDB12AD63D9A,Mass,Balanced,CAP_LT30K,2018-11-22,2020-01-02
A6DDC44B81736150F056,Mass,Aggressive,CAP_LT30K,2020-06-01,2020-06-19
